,hotel_name,published_date,rating,review,review_language,title,trip_date
1226,Center Parcs Le Bois aux Daims,9 février 2018,4,Excellent s\u00e9jour dans ce magnifique center parc ! Tr\u00e8s bon cottage vip ! Dans l\u2019ensemble assez propre .. il ne fait pas chercher sous les canap\u00e9s mais sinon c\u2019est clean .. le domaine est agr\u00e9able et bien pens\u00e9 . Petite note n\u00e9gative sur les restaurants notamment l\u00e0 pizzeria ou a mon avis on essaye en ce moment des nouveaux serveurs .. long .. sinon super moment entre amis et enfants ! ,fr,Tr\u00e8s agr\u00e9able s\u00e9jour , février 2018
1227,Center Parcs Le Bois aux Daims,10 février 2018,5,"Profitant des prix basse saison, nous avons choisi le cottage VIP. Malgr\u00e9 un fonctionnement de sauna peu expliqu\u00e9, le cottage allie simplicit\u00e9 et confort. L Aqua mundo est tout simplement magnifique, en particulier l immersion avec les poissons ainsi que la piscine ext\u00e9rieure, alors que la neige tombait en trombes...Nous avons test\u00e9 les repas m\u00e9lange exotique et poulet Wok aux l\u00e9gumes; tout est livr\u00e9 au cottage, il n y a qu \u00e0 faire cuire le tout.peu de monde en cette p\u00e9riode, restaurants de tous types propos\u00e9s.Seul inconv\u00e9nient : lib\u00e9rer la chambre \u00e0 10h alors que nous ne pouvons acc\u00e9der \u00e0 cette derni\u00e8re qu \u00e0 15h. Cela g\u00e2che le privil\u00e8ge de la chambre vip avec le sauna, hammam, bain \u00e0 bulle.Personnel a l \u00e9coute et professionnel.Recommand\u00e9 chaudement.",fr,D\u00e9connexion assur\u00e9e , février 2018
1228,Center Parcs Le Bois aux Daims,11 février 2018,5,"pas vraiment super \u00e9conomique de se charger en courses avant d\'arriver quand on est pas famille nombreuse il y a tout ce qui faut sur le parc,sauf pour les b\u00fbches qui sont un peu ch\u00e8resla propret\u00e9 du cottage \u00e9tait tr\u00e8s satisfaisante",fr,deconnexion, février 2018
1229,Center Parcs Le Bois aux Daims,7 février 2018,3,Cottage bien .D\u00f4me : 2 malheureux jaccuzi pour autant de monde. Cherchez l\'erreur.Manque d\'activit\u00e9 par rapport \u00e0 center parc sologne. Ex: solarium.Inutile d\'acheter les b\u00fbches 17\u20ac les 4 \u00e7a fait tr\u00e8s cher le st\u00e8re. Impossible de br\u00fbler ces b\u00fbches. Donc po\u00eale inutile.,fr,Pas mal mais...., février 2018
1230,Center Parcs Le Bois aux Daims,8 février 2018,3,"Nous avons pass\u00e9 5 jours en famille avec un b\u00e9b\u00e9. S\u00e9jour agr\u00e9able mais sans plus. Cottage Premium confortable et bien \u00e9quip\u00e9. Pour le prix, serviettes de toilette et un peu sel et poivre seraient les bienvenus. Aquamundo sympa pas tr\u00e8s grand mais suffisant avec un b\u00e9b\u00e9. Cours b\u00e9b\u00e9s nageurs et aquatraining tr\u00e8s bien.Sup\u00e9rette compl\u00e8te prix raisonnables.Petits d\u00e9jeuners livr\u00e9s au cottage tr\u00e8s bien.D\u00eener livr\u00e9s au cottage sympas mais pas pour les grosses faims. Par contre je suis d\u00e9\u00e7ue par la r\u00e9ception et le manque de flexibilit\u00e9. Nous avons voulu acheter deux tickets pour l\u2019aquabalneo mais plus de place donc pas de contre proposition. Nous voulions ajouter une nuit, nous avons encore essuy\u00e9 un refus. Pas de place.... nous sommes hors p\u00e9riode Vacances scolaires...  M\u00eame quitte \u00e0 changer de cottage... ce fut non. Pas tr\u00e8s commer\u00e7ant. Dans l\u2019ensemble Bonne premi\u00e8re exp\u00e9rience \u00e0 center parc. Je ne sais pas si nous le referons car je trouve le rapport qualit\u00e9 prix peu int\u00e9ressant. ",fr,S\u00e9jour agr\u00e9able mais sans plus, février 2018
1231,Center Parcs Le Bois aux Daims,8 février 2018,3,"Positif : Lieu tr\u00e8s d\u00e9paysant. For\u00eat agr\u00e9able pour les balades. Le fait de voir des daims juste devant le cottage est un vrai plaisir. Le parc a animaux est aussi tr\u00e8s sympas. La piscine \u00e0 vagues, les 4 toboggans, rivi\u00e8re sauvage, piscine  exterieur ... permettent de s\'amuser.N\u00e9gatif : tout est payant : v\u00e9lo, roulotte, wifi, s\u00e9choir \u00e0 la piscine, acc\u00e8s \u00e0 la piscine de nuit, faire le lit, serviettes...Le personnel est vraiment sous dimensionn\u00e9 et TR\u00c8S TR\u00c8S  lent partout (accueil, r\u00e9ception, t\u00e9l\u00e9phone, restaurants, boulangerie, caisse sup\u00e9rette ...). Du coup la moindre question le moindre achat devient tr\u00e8s long et am\u00e8ne \u00e0 d\u00e9courager.Les cottages doivent \u00eatre lib\u00e9r\u00e9s a 10h00 alors qu\'il n\'est pas possible de les prendre avant 15 heures. La sup\u00e9rette est tr\u00e8s pauvre en choix et est aliment\u00e9 maximum une fois par semaine.",fr,Personnel sous dimensionn\u00e9 et lent, février 2018
1232,Center Parcs Le Bois aux Daims,8 février 2018,5,"Nous avons pass\u00e9 d\u2019excellente vacances avec notre b\u00e9b\u00e9, dans un cottage VIP avec hamman, lit kingsize, lit b\u00e9b\u00e9 et chaise haute fourni, rien \u00e0 dire il \u00e9tait parfait tout \u00e9tait l\u00e0, et contrairement \u00e0 certains avis le notre \u00e9tait tr\u00e8s propre. Les daims pas farouche du tout qui viennent vous voir sur la terrasse, un tr\u00e8s bon moment \u00e0 pass\u00e9. Activit\u00e9 b\u00e9b\u00e9 nageur avec des animateurs top!! Un photographe pour quelques souvenirs ( tr\u00e8s cher les photos par contre )les restaurants sont bien mais un peu cher \u00e9galementLa ferme, les animaux sont pas farouches et s\u2019approche d\u00e8s qu\u2019ils voient du monde, c\u2019est sympa,Avec les chutes de neige que nous avons eu, le personnel a tr\u00e8s bien g\u00e9rer car ils ont vite d\u00e9gager les all\u00e9es.En bref, excellent s\u00e9jour, seul b\u00e9mol c\u2019est un petit peu cher. ",fr,D\u00e9paysement total, février 2018
1233,Center Parcs Le Bois aux Daims,8 février 2018,4,Nous avons pass\u00e9 un mid week en couple et nos deux enfants (2 ans et demi et 3 nous mois) dans cottage VIP 879. Nous n\u2019avons pas regrett\u00e9 malgr\u00e9 quelques r\u00e9ticences d\u00fb \u00e0 l \u00e2ge de fille. Le cottage \u00e9tait tr\u00e8s propre et en tr\u00e8s bon \u00e9tat. Certes Les ext\u00e9rieurs manquaient de v\u00e9g\u00e9tation par endroit mais rien de d\u00e9rangeant. A notre grande surprise nous avons pu approcher des daims qui se prom\u00e8nent en libert\u00e9. Le personnel est agr\u00e9able et disponible. Le seul petit b\u00e9mol juste pour chipoter sont certaines voitures dont les propri\u00e9taires ne les stationnent pas au parking malgr\u00e9 des avertissements appos\u00e9s sur les pare brise. Pour avoir tester les center parc du bois franc et lac d ailette je vous recommande fortement le domaine du bois aux daims,fr,D\u00e9tente , février 2018
1234,Center Parcs Le Bois aux Daims,6 février 2018,3,"Avons vraiment de la chance c\u00f4t\u00e9 m\u00e9t\u00e9o.Le cottage est super mais manque sans doute d\'espace pour une famille.En revanche consternant de devoir payer en sus pour \u00eatre connect\u00e9s Wifi, nous sommes au 21\u00e8me tout de m\u00eame. Mieux vaut arriver avec ses provisions si l\'on ne veut exploser son budget et franchement 17\u20ac les 4 b\u00fbches, on nous prend pour des demeur\u00e9s.",fr,Vacances sous la neige, février 2018
1235,Center Parcs Le Bois aux Daims,7 février 2018,3,"Heureusement que j\'avais b\u00e9n\u00e9fici\u00e9 d\'une promotion, car m\u00eame \u00e0 ce prix l\u00e0 j\'ai trouv\u00e9 cela un peu l\u00e9ger comme prestations. Surtout &quot;les non-prestations&quot; en fait... Vous louez un cottage, mais vous devez faire vos lits vous-m\u00eames, amenez vos serviettes (pensez aux serviettes pour vos pieds \u00e0 la sortie de la douche !), votre torchon/\u00e9ponge/liquide vaisselle, et ayez une bonne connexion 4G car le wifi est payant. Dans n\'importe quel h\u00f4tel low-cost, ces services sont inclus.Le parking \u00e9tait satur\u00e9, du coup apr\u00e8s 2 tentatives dans la soir\u00e9e nous \u00e9tions dans l\'obligation de laisser notre voiture devant le cottage (nous avions une large place car cottage adapt\u00e9 pour handicap\u00e9s), nous avons eu un avertissement le lendemain. De plus les toilettes n\'\u00e9taient pas tr\u00e8s propres, les \u00e9viers de salle de bain bouch\u00e9s et il y avait plein de mitons de poussi\u00e8re sous les lits. Il n\'y a que 2 rouleaux de papiers toilettes. Un peu juste pour 6 personnes pour 4 jours ^^La piscine est tr\u00e8s grande et bien entretenue, mais nous avions un peu froid. Je ne pense pas que l\'int\u00e9rieur \u00e9tait \u00e0 28\u00b0 comme indiqu\u00e9. Chaque activit\u00e9 autre que l\'aqua mundo est payante. La superette est grande et il y a tout ce qu\'il faut. Le prix est l\u00e9g\u00e8rement plus \u00e9lev\u00e9 mais \u00e7a reste correct (je m\'attendais \u00e0 tellement pire !)Bref, nous avons pass\u00e9 un bon wknd entre amis, mais le fait d\'\u00eatre \u00e0 Center Parcs n\'\u00e9tait pas forc\u00e9ment une valeur ajout\u00e9e... ",fr,Trop cher pour ce que c\'est..., février 2018
1236,Center Parcs Le Bois aux Daims,7 février 2018,4,"cadre tr\u00e8s agr\u00e9able en pleine nature ,dommage que certaine personnes ne respecte pas le concept du &quot;sans voiture&quot; . personnel serviable agr\u00e9able et pr\u00eat a vous rendre service . nombreuses activit\u00e9s pour tous les \u00e2ges avec une \u00e9quipe d\'encadrement bien pr\u00e9sente ,ce qui rassure les parents .",fr,"neuf , mais la propret\u00e9 reste sommaire", février 2018
1237,Center Parcs Le Bois aux Daims,7 février 2018,4,Une trop bonne semaine rien \u00e0 redire.je pense d\u00e9j\u00e0 \u00e0 mes prochaines vacances un petit effort sur le m\u00e9nage serait bien mais correct dans l ensemble l aquamondo est top et la rivi\u00e8re sauvage excellent.,fr,Super, novembre 2017
1238,Center Parcs Le Bois aux Daims,7 février 2018,5,Tr\u00e8s bon s\u00e9jour en amoureux ! Nous avons en plus profiter de l\'Aqua Baln\u00e9o tr\u00e8s agr\u00e9able et des toboggans. Le must est quand m\u00eame cette proximit\u00e9 avec les daims et la nature et de les voir \u00e9voluer dans ces bois magnifiques.,fr,S\u00e9jour reposant et tr\u00e8s nature !, février 2018
1239,Center Parcs Le Bois aux Daims,4 février 2018,4,"Nous \u00e9tions dans un cottage Premium. Tr\u00e8s bien agenc\u00e9 et tr\u00e8s propre. L aquamundo est tr\u00e8s agr\u00e9able et assez vari\u00e9s. Seul hic le temps (flotte flotte et encore flotte). Tr\u00e8s bien pour passer un week-end en famille. C est d\u00e9paysant ! De l\u00e0 \u00e0 passer une semaine enti\u00e8re pas sur. En dehors de la bulle, la moindre activit\u00e9s est payante .",fr,Week end familial, février 2018
1240,Center Parcs Le Bois aux Daims,4 février 2018,3,beaucoup de personnes avaient r\u00e9serv\u00e9 et l\'acc\u00e8s \u00e0 la piscine \u00e9tait donc limit\u00e9 donc attente pour pouvoir rentrer. Nous avons attendu le samedi \u00e0 19h00 45minutes pour rentrer.Lavabo hyper bouch\u00e9 dans la salle de bain tout remont\u00e9 - Horrible. Les femmes de m\u00e9nage ont du le voir il suffit de vider le siphon qui devait \u00eatre rempli de M.....,fr,TROP DE MONDE ET DONC ACCES A LA PISCINE LIMITE, janvier 2018
1241,Center Parcs Le Bois aux Daims,4 février 2018,5,"excellent s\u00e9jour, activit\u00e9s int\u00e9ressantes, tranquillit\u00e9, rencontre avec des daims, restauration \u00e0 domicile (gouteuse et copieuse), petit d\u00e9jeuner livr\u00e9 au cottage (d\u00e9licieux et suffisant), promenade dans la nature et baignade \u00e0 volont\u00e9.",fr,"repos, d\u00e9couverte, ressource", janvier 2018
1242,Center Parcs Le Bois aux Daims,4 février 2018,4,"Malgr\u00e9 la m\u00e9t\u00e9o pluvieuseles 4jours que nous avons pass\u00e9s \u00e9tait juste tr\u00e8s bienbon, le dimanche il faisait frais dans la piscine un courant d air d\u00e9sagr\u00e9able \u00e9tait pr\u00e9sent les daims aussi \u00e9taient pr\u00e9sents le cottage \u00e0 peu pr\u00e8s propre hormis la couette qui \u00e9tait t\u00e2ch\u00e9, et les toiles d araign\u00e9es, le matelas est bon \u00e0 changer j ai eu mal au dos des le 1er jour j ai dormi dans 1 cuvette ! Le spectacle orry et friends reste divertissant pour les enfants 1h15 de divertissement pour eux.La piscine reste comme la derni\u00e8re fois magnifique la nuit.pr\u00e9voir le maximum  de course avant votre arriv\u00e9s il y a bien une sup\u00e9rette mais ils se font \u00e9norm\u00e9ment plaisir",fr,Bon s\u00e9jour malgr\u00e9 des choses \u00e0 revoir, février 2018
1243,Center Parcs Le Bois aux Daims,5 février 2018,4,"Cottage VIP pendant 4 jours en d\u00e9but d\'ann\u00e9e. la m\u00e9t\u00e9o ne nous a pas permis de profiter pleinement des ext\u00e9rieurs.Les points positifs : l\'accueil, l\'organisation, le cottage (vaste, propre, parfaitement am\u00e9nag\u00e9... parfait) et son hammam privatif, les daims qui nous attendent au r\u00e9veil, le d\u00e9paysement, le calme, la propret\u00e9, l\'aqua mundo (temp\u00e9rature, divertissement)Les points n\u00e9gatifs : certains \u00e0 c\u00f4t\u00e9s \u00e0 payer malgr\u00e9 le co\u00fbt d\u00e9j\u00e0 important de la location (soir\u00e9e dansante dans la piscine, buchettes,...), l\'aqua mundo (l\'affluence), le bowling \u00e0 l\'heure (mesquin de ne pas permettre de finir une partie car l\'heure est d\u00e9pass\u00e9e), le poney (cher et tr\u00e8s court).En r\u00e9sum\u00e9 &quot;PARFAIT&quot; pour le cottage et l\'environnement, &quot;MOYEN&quot; pour les activit\u00e9s, entre &quot;BIEN&quot; et &quot;TRES BIEN&quot; pour l\'aqua mundo.C\u00f4t\u00e9 resto, du classique entre moyen et bien. La superette pour faire des achats, uniquement pour d\u00e9panner mieux vaut arriver avec le coffre plein et \u00e9conomiser ainsi pour des activit\u00e9s.",fr,Un bon bol de d\u00e9paysement avec quelques mais..., janvier 2018
1244,Center Parcs Le Bois aux Daims,2 février 2018,5,"Nous avons pass\u00e9 4 jours dans ce Center Parcs et nous avons appr\u00e9ci\u00e9 la totalit\u00e9 du s\u00e9jour. Le cottage \u00e9tait spacieux, propre, tr\u00e8s agr\u00e9able, nous avions un cottage pour 4 (on n\'\u00e9tait que 2 donc tout confort) avec bain a remous et hammam. Ca d\u00e9tend bien.On a appr\u00e9ci\u00e9 le calme du domaine, les daims en libert\u00e9 qui passent devant votre terrasse, cool!  L\'aquad\u00f4me \u00e9tait sympa, toboggans, rivi\u00e8re sauvage, bassin ext\u00e9rieur tout \u00e9tait bien agenc\u00e9, et malgr\u00e9 le nombre de personne pas trop d\'attente \u00e0 chaque bassin. Contrairement \u00e0 d\'autres avis nous avons trouv\u00e9 l\'espace aquatique tr\u00e8s propre. Seul b\u00e9mol, l\'\u00e9clairage un peu faible en fin de journ\u00e9e.On nous a averti \u00e9galement de la pr\u00e9sence de chenilles processionnaires dans le domaine, mais nous n\'avons pas eu de probl\u00e8me \u00e0 ce niveau-l\u00e0.L\'accueil \u00e9tait chaleureux et souriant que ce soit au bureau d\'accueil, dans les boutiques, au bar-bowling ou dans les restaurants. Il y aurait pu avoir plus d\'h\u00f4tesses \u00e0 l\'accueil, on a attendu un petit peu. M\u00eame si nous somme en basse saison il y avait quand m\u00eame du monde. Enfin contrairement \u00e0 d\'autres avis nous avons appr\u00e9ci\u00e9 la pizzeria il Giardino, p\u00e2tes et pizzas \u00e9taient tr\u00e8s bonnes, bien garnies, desserts tr\u00e8s bons. Bien sur ce n\'est pas un gastro mais apr\u00e8s tout \u00e7a reste des p\u00e2tes et des pizzas, et pour le prix c\'est tr\u00e8s correct. De toute fa\u00e7on tout est plus cher \u00e0 Center parcs. en tout cas merci pour l\'accueil tr\u00e8s souriant d\'Antonio, Ang\u00e9lique, Guillaume et Wendeline.Les activit\u00e9s \u00e9taient aussi tr\u00e8s sympas, bien encadr\u00e9es merci \u00e0 toute l\'\u00e9quipe du fun shop: tir \u00e0 l\'arc, accrobranche, segway, \u00e0 faire !!Bref, tr\u00e8s bon s\u00e9jour \u00e0 recommander",fr,Excellent s\u00e9jour. D\u00e9tente au rendez-vous, janvier 2018
1245,Center Parcs Le Bois aux Daims,3 février 2018,4,"Nous revenons de 5 jours pass\u00e9s dans un cottage VIP. Que du bonheur.... cottage tr\u00e8s propre et bien agenc\u00e9,  lit king size, hammam, sauna et baignoire bouillonnante,  tr\u00e8s agr\u00e9ables.  Petit conseil, pr\u00e9voir du caf\u00e9 car il y a effectivement une machine Dolce Gusto mais avec un \u00e9chantillon de plusieurs capsules , en l occurence 4 seulement mais avec capsules nesquik et caf\u00e9 au lait.Domaine propre et calme,  aquamundo \u00e9galement propre et agr\u00e9able,  avec diverses activit\u00e9s tr\u00e8s ludiques pour tous les \u00e2ges. En revanche,  \u00e9tonnant que les cale\u00e7ons soient autoris\u00e9s pour les hommes...Avons d\u00e9jeun\u00e9 \u00e0 la pizzeria Il Giardino, et avons \u00e9t\u00e9 \u00e9galement tr\u00e8s satisfaits; serveur attentionn\u00e9 et souriant, plats frais et app\u00e9tissants.Recommandons d y aller hors p\u00e9riode scolaire car il y avait d\u00e9j\u00e0 pas mal de monde, et ce doit \u00eatre compliqu\u00e9 et d\u00e9sagr\u00e9able en pleine saison. ...Avons beaucoup appr\u00e9ci\u00e9 ce second s\u00e9jour pass\u00e9 au bois aux Daims, et nous y reviendrons certainement. ...",fr,Quel plaisir !, février 2018
1246,Center Parcs Le Bois aux Daims,4 février 2018,5,Tr\u00e8s bon s\u00e9jour malgr\u00e9 le mauvais temps super domaine nous allons vraiment retourner en juin la ba ... personnel pro beaucoup dactiviter possible \u00e0 faire grande part gratuite de jeu pour enfant quand m\u00eame ext\u00e9rieur et int\u00e9rieur ... exp\u00e9rience avec les DAIMS super g\u00e9niale ... ,fr,S\u00e9jour Center Parc le bois aux Daims, janvier 2018
1247,Center Parcs Le Bois aux Daims,4 février 2018,4,Un bon weekend en famille mais des petits b\u00e9mols propret\u00e9 qui laisse \u00e0 d\u00e9sirer dans notre cottage 5 ampoules de grill\u00e9es l\'entretien est vraiment sommaire nous avons voulu boire l\'ap\u00e9ro au bowling un quart d\'attente et personnes ne vient prendre la commande un manque de personnel flagrant l\'aire de jeux int\u00e9rieur pour enfants tr\u00e8s poussi\u00e9reuse et nous avons trouve le parc mal entretenu heureusement que tous le monde s\'\u00e9clate dans le d\u00f4me,fr,Bien , février 2018
1248,Center Parcs Le Bois aux Daims,4 février 2018,4,"Notre troisi\u00e8me visite. Cotage VIP, tres bien, propre Hammam. Eviter la piscine le samedi dimanche il y a vraiment trop de monde. La semaine, c est parfait Les daims devant la fen\u00eatre le matin un plaisirCot\u00e9 n\u00e9gatif : On nous informe a l arrive qu il y a des chenilles urticante dans le parc. En effet le terrain de tennis en \u00e9tait infect\u00e9...Le pot d accueil du mardi matin est sympa, il permet de voir les responsable et de faire vos feed back ou dol\u00e9ances si besoin. ",fr,Bon s\u00e9jour, janvier 2018
1249,Center Parcs Le Bois aux Daims,1 février 2018,1,"Peu de monde aujourd\'hui mais pourtant 45mn d\'attente pour \u00eatre servis. Les plats : quelconques. Des tagliatelles aux fruits de mer avec seulement des moules. Des pizzas fadasses. Exp\u00e9rience d\u00e9cevante surtout pour le prix (93euros pour 4). Ne donne plus envie. Nous voulions refaire un restau ce soir. Nous nous abstenons. Nous avons pr\u00e9f\u00e9r\u00e9 faire des courses, nous faire plaisir pour bien moins cher. ",fr,Temps d\'attente interminable au restaurant il giardino., février 2018
1250,Center Parcs Le Bois aux Daims,1 février 2018,5,"S\u00e9jour en famille formidable et inoubliable. Agr\u00e9ablement surpris, \u00e0 refaire car nous avons pass\u00e9 des moments en famille fantastiques et nous sommes revenu avec de supers souvenirs. Le restaurant du cirque est tr\u00e8s beau et bon.",fr,"S\u00e9jour en famille formidable et inoubliable, a refaire.", janvier 2018
1251,Center Parcs Le Bois aux Daims,1 février 2018,4,endroit sympa .pour moi les vacances c est de changer nos habitude ex plus de voiture.c est le d\u00e9paysement total en plus sa peut \u00eatre pratique pour ceux qui peuvent pas prendre l avionps ne pas oublier dans votre r\u00e9servation les v\u00e9lo.,fr,C EST DEJA FINI, janvier 2018
1252,Center Parcs Le Bois aux Daims,1 février 2018,5,endroit parfait pour un moment en famille ou entre amisCottage VIP tr\u00e8s agr\u00e9able entour\u00e9 par les Daims laiss\u00e9s en pleine natureCuisine super \u00e9quip\u00e9eUn hammam pour se d\u00e9tendreAu calmePas de voiture,fr,un week end super sympa, janvier 2018
1253,Center Parcs Le Bois aux Daims,2 février 2018,3,"Week-end sympa avec enfant de 2 ans. Nous avions lou\u00e9 un cottage VIP.Points positifs : bain \u00e0 remous avec sauna et hammam, d\u00e9co moderne, lit king sizePoints n\u00e9gatifs : pas beaucoup de rangement que ce soit c\u00f4t\u00e9 cuisine comme c\u00f4t\u00e9 chambre, d\u00e9j\u00e0 pas mal de traces d\'usure. Conseil : si vous demandez un lit b\u00e9b\u00e9, pensez \u00e0 ramener al\u00e8se et drap housse car ils ne sont pas fournis.Concernant le parc et ses infrastructures, c\'est plut\u00f4t bien. Le b\u00e9mol c\'est que beaucoup d\'activit\u00e9s sont payantes et qu\'il faut souvent les r\u00e9server \u00e0 l\'avance. La promesse de c\u00f4toyer des daims est r\u00e9elle, ils sont venus jusqu\'\u00e0 notre cottage donc c\'\u00e9tait super. Par contre, m\u00eame en plein mois de janvier, il y avait beaucoup de monde.",fr,Sympa en famille, janvier 2018
1254,Center Parcs Le Bois aux Daims,31 janvier 2018,5,"Tr\u00e8s beau parc, on avons pris l\'habitude d\'y s\u00e9journer un week end fin janvier depuis 5 ans ( d\'abord la Sologne puis depuis 3 ans dans la Vienne). Le bois aux daims est plus r\u00e9cent (cottages tr\u00e8s agr\u00e9ables) et les parcours sont ludiques. Les enfants sont extr\u00eamement enchant\u00e9s d\'y retourner. Cette ann\u00e9e nous r\u00e9serverons pour la Sologne en avril (vacances scolaires) pour visiter la r\u00e9gion.Longue vie \u00e0 center parcs! seul b\u00e9mol, c\'est un peu cher.. ",fr,d\u00e9paysement, janvier 2018
1255,Center Parcs Le Bois aux Daims,31 janvier 2018,5,"Endroit id\u00e9al pour se retrouver avec les enfants et petits enfants , dommage que le vendredi apr\u00e8s midi l\'aqua baln\u00e9o soit pas accessible.Il est tr\u00e8s agr\u00e9 ble de voir les daims au niveau du cottage , ",fr,Super, janvier 2018
1256,Center Parcs Le Bois aux Daims,31 janvier 2018,5,Cottage vip pour 8 personnes tr\u00e8s agr\u00e9able et bien con\u00e7u....Il faut bien choisir ses horaires pour \u00e9viter le monde \u00e0 la piscine.Une zone d\u00e9di\u00e9e aux jeunes enfants appr\u00e9ci\u00e9e \u00e0 la piscine.Les enfants adorent les daims qui se prom\u00e8nent proche du cottage.,fr,Tr\u00e8s bon s\u00e9jour, janvier 2018
1257,Center Parcs Le Bois aux Daims,31 janvier 2018,4,"Quelques points d\u00e9cevants: Le paysage laisse \u00e0 d\u00e9sirer avec les arbres abattus, les bulldozers, l\u2019etat de la cl\u00f4ture et de certains chemins extr\u00eamement boueux. Tr\u00e8s d\u00e9\u00e7us de la propret\u00e9 du cottage VIP (veillez \u00e0 la propret\u00e9 des sols, des portes de placard de cuisine, nettoyer les brosses des WC, .....). B\u00fbches en vente impossible \u00e0 faire br\u00fbler. A part \u00e7a, nous avons pass\u00e9 un super moment en famille. Bel Aqua Mundo et personnel tr\u00e8s gentil et serviable. ",fr,Bon moment en famille, janvier 2018
1258,Center Parcs Le Bois aux Daims,31 janvier 2018,2,C\'est le moins r\u00e9ussi des center parc.Les infrastructures ext\u00e9rieur ne sont pas finis et cette situation engendre du bruit et de la poussi\u00e8re. La piscine est trop petite et il n\'y a pas de syst\u00e8me \u00e0 vagues.,fr,LOW COST, janvier 2018
1259,Center Parcs Le Bois aux Daims,30 janvier 2018,5,Arriver \u00e0 center parc \u00e0 23:12 le 26 janvier tr\u00e8s bien accueillis \u00e0 l\u2019accueil l\u00e0 maison \u00e9tait top les lit aussi tout \u00e9tait propre mis \u00e0 par quel que couteau et les lumiere yavais des toiles d\u2019araign\u00e9e sinon c\u2019\u00e9tait propre week-end de malade on as bien profiter bien fait la f\u00eates c\u2019\u00e9tait Top Merci \u00e0 vous \ud83e\udd1f\ud83c\udffc\ud83e\udd1f\ud83c\udffc,fr,S\u00e9jour G\u00e9nial entre ami(e) , janvier 2018
1260,Center Parcs Le Bois aux Daims,30 janvier 2018,5,"Nous avons r\u00e9serv\u00e9 un cottage VIP et tout a \u00e9t\u00e9 parfait : cottage tres bien am\u00e9nag\u00e9, literie excellente ( je crois la meilleure que je n\'ai jamais eu dans tous mes deplacements ) deux chambres avec chacune sa propre salle de bain, cuisine tres bien \u00e9quip\u00e9e,canap\u00e9 confortable .....Se promener dans le parc est un veritable plaisir et se trouver nez \u00e0 nez avec des daims pas farouche est un spectacle epoustouflant !!!Le dome est un grand terrain de jeu pour tout age et chacun y trouve son compte,Bien sur nous \u00e9tions en Janvier donc pas trop de monde !!!Le restaurant familial JUNGLE CIRCUS  est superbe, tres grand choix pour petits et grands de tres bonne qualit\u00e9, en buffet libre service et tres original ( glace \u00e0 l\'italienne , fontaine \u00e0 chocolat ....) avec un personnel aux petits soins et tres gracieux ( encore une fois nous etions en Janvier !!!)Bref un sans faute pour notre sejour !!!!!!Nous reviendrons surement !!!!",fr,Tout a \u00e9t\u00e9 parfait, janvier 2018
1261,Center Parcs Le Bois aux Daims,30 janvier 2018,4,"Pas id\u00e9al en groupe avec pension compl\u00e8te car r\u00e9servation groupe dans les restaurants compliqu\u00e9es et personnel peu compliant. Sinon tr\u00e8s beau parc tr\u00e8s entretenu. Parc aquatique trop petit, foule partout dans le parc aquatique le rendant dangereux dans la rivi\u00e8re sauvage.",fr,Parc aquatique beaucoup trop petit par rapport aux nombres de cottages, janvier 2018
1262,Center Parcs Le Bois aux Daims,30 janvier 2018,4,"Un cottage VIP agr\u00e9able et confortable , mais le m\u00e9nage n\'est pas \u00e0 la hauteur.Le site permet de se promener en toute tranquillit\u00e9 et de s\'amuser. Je recommande pour les moments en famille ou entre amis.",fr,UN BON WEEK END EN FAMILLE, janvier 2018
1263,Center Parcs Le Bois aux Daims,31 janvier 2018,5,"Le personnel est souriant ,agr\u00e9able s\u00e9jour Merci pour c\u2019est souvenir et particuli\u00e8rement pour c\u2019est pour les photos , et bien rappeler au jeune homme de ne pas mettre les doigts dessus . Nous reviendrons pour le salto ",fr,Photographe piscine , janvier 2018
1264,Center Parcs Le Bois aux Daims,28 janvier 2018,4,"We entre amis et we au top!!! Bcp de monde le samedi, cottage au top tr\u00e8s bien agenc\u00e9... le seul hic, le m\u00e9nage est \u00e0 moiti\u00e9 fait, c\u2019est limite !!!Le d\u00f4me est bien et les activit\u00e9s sont top!!!Les restos sont moyens... le cadre est sublime et c\u2019est agr\u00e9able de s\u2019y promener ...",fr,Top!!!, janvier 2018
