group_number,review,service,service_sentiment,activities,activities_sentiment,cost,cost_sentiment,family,family_sentiment,food,food_sentiment,infrastructure,infra_sentiment
groupe_5,"This was our 4th CP holiday, but our first to Elveden and we won't be returning. The dog friendly accommodation, which we always book and have never had issues with at other locations before, was filthy, with tatty decor and dilapidated fixtures and fittings. If this were a property for sale, it would 'require complete modernisation'. Our bare feet were black within minutes of walking around our supposedly freshly cleaned lodge.The pool facilities were good, but were obviously old with rust, peeling paintwork and generally rundown.  The changing rooms stank every time we had the misfortune of using them.We enjoyed the Dining In meal and thought it relatively good value for money with decent portion sizes. Pancake house was expensive for the serving but the staff were lovely. Starbucks was our go to each day for refreshments and the one adjacent to the Pottery Painting was the best, in our opinion.Pottery Painting was, as always, enjoyable and therapeutic but the price per item seemed steeper than ever.We enjoyed a 30 minute Pedalo on one of the hottest days of the year thus far, but wouldn't have wanted to pay more than the £13.50 charge for that amount of time.Breakfast at the Sports Cafe was extortionate and, although tasty, £1.50 for a single hash brown from a frozen McCain's packet that costs £1.60 from supermarkets was pure greed.  We wouldn't eat there again.The signage was confusing, the car park an absolute maze and the cleaning staff were lethal as they thundered past us on their bicycles eager to leave before anyone challenged them on their poor efforts!  Cyclists generally had little regard for pedestrians and barged past without giving time for others to acknowledge their presence.  Overall, we enjoyed the facilities but noted that we didn't feel the magic we'd previously enjoyed elsewhere.  Whinfell and Woburn are far superior for what we're looking for.We were glad to return home to clean and tidy surroundings, without stale smoke in the air and filthy floors, walls, toilets and windows.",1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_5,"It's testament to the appeal of Center Parcs that we still have all of our four kids (16-24) joining us for the annual holiday. It's a great place for relaxing or exercising, whichever takes your fancy. Sherwood Pines back on to the site and is excellent for mountain biking. There is also quad biking and go-karting nearby. If you don't want to go off site then there are dozens of activities to choose from. Tips: 1. when it's sunny you can usually find a free badminton court and jump on without the need to pay. 2. Outdoor bowls is usually available and is great fun for all the family (my mum had a go as well as the kids) and it's great value for a whole hour. We just can't stop coming back every year. ",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
groupe_5,Spent a week at Sherwood Forest with husband and 2 daughters (age 13 and 16). First time at a Center Parcs and we all loved it. Something for everyone. Very clean and tidy accommodation and surroundings. Yes it was a bit pricey but aren't all holiday camps? Would definitely go again.,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0
groupe_5,"We have just returned from our fri-mon break at Elvedon Forrest. I must say that even though you have to ore book almost every thing on your visit, the activities and facilities are top notch. We did a few activities and there all organised really well with very helpful staff.The restaurants are also good quality thought I was dissatisfied with the staff attitudes in Bella Italia, we had a late 9pm booking and the 2 servers were so moody they made us feel like we were putting them out by being there (No tip for them). Other than that food was good.Our accommodation was an Executive Lodge in Cedar No118, it was very nice, well appointed with every thing you could need, was nice and clean, I did read some reviews of dirty accommodation so was worried but it was perfect.Our 8yo loved it, freedom an safety was a big priority on his scooter and it was lovely to see him safe an happy.We will be going back 100%xXx",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,"Overall an amazing holiday made all the better by the fact my 2 year old LOVED it.Accommodation was clean &amp; tidy. Daily maid service was brilliant, they did a lovely job.Activities were pricey but worth it. Especially the ones for under 2s. Mini Trek, Tots Go Wild and Pony rides were great. Staff were lovely and very natural with children/toddlers. Specifically, the lovely girl who took my daughter on the Pony Ride.Pool was busy but fantastic! Changing rooms clean and warm enough for all of us while getting changed. Parcmarket was well stocked, but again, pricey. Staff very helpful.Food was hit and miss. Sports cafe, great meal everytime. Foresters Inn, not as good. But possibly down to me making the wrong choice off the menu.The best part for my daughter was the Soft play area. Only negative comments were - The Under 3s SOFT PLAY AREA was frequently full with 8 to 12 year olds (Despite there being a larger area for them literally next to the toddler area) . Rendering it unsafe for the under 3s to play. Could do with some kind of hourly check by staff to remove the preteens from the toddler area?I would like to stress again that EVERY single member of staff we encountered, be that working or just passing on the way back to their cars were happy, pleasant and warm. Always smiled, asked how our holiday was going. Lovely! Good job guys!",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0
groupe_5,"we booked for my brother in laws 30th birthday for 6 adults and 3 kids and had a quick speedy check in which was great, We were in lodge 388 which on the whole was good but had a couple of issues, the towel rails never worked and so we could not dry our towels and the sink and bath in the bathroom were very slow draining, the bed in our room was in dire need of a new mattress as it sagged in the middle and was uncomfortable.We booked several activities which were great especially the night walk and the laser clay shooting.The main problem we had was severe stomach troubles which i think was caused by the pool, of the 6 adults and 3 kids in our party the 5 adults and 2 kids who used the pool all came down with a violent sickness bug the only people not to be ill were those who didnt use the pool. it is a shame as the pool is great but cleanlyness must be an issue for us to all get sick.All in all a decent week ruined by sickness and a couple of cabin issues.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0
groupe_5,"First time at Sherwood and we were not disappointed. Nice lodge...number 353...very close to village centre and sports plaza. A few minor issues with lodge on arrival but staff are on the case quickly and politely to sort things out.Staff in general are excellent....and all seem like they really want to help you!..We booked loads of activities....high ropes, boats, Segways archery etc. All brilliant.Lockers are not great or plentiful at high ropes so only take bare minimum with you....no open toed shoes on archery either. Food was good...hucks is always a winner esp. If you have hungry younger kids who can get straight into buffet.Indian was tasty but costly compared to elsewhere. Pool was fantastic!!....can't wait to return!!ud83dude0e",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_5,Absolutely brilliant once again.  Park is clean and tidy as are the lodges .. very comfy beds.. so.much for everyone to do .. the kids just love it and they are so well catered for.  It can be as cheap or expensive as you want to make it .. but be warned .. it's an addictive weekend.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
groupe_5,Gear place for families and away from the hectic life no cars to worry about but a lot of waking to be done. Book all activities and restaurants before you arrive to avoid disappointment. Not cheap at all but is a great place if the right weather. The pool is awesome.,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
groupe_5,"It was like visiting my youth again, travelling about on bikes as no cars are allowed on site was wonderful. We were lucky with the weather but with so much to do we would have entertained ourselves easily. The prices of the concessions were surprisingly normal considering we were a captive market. Service was excellent, the facilities were clean and the park itself was well laid out and easy to navigate. I would happily take the family again.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
groupe_5,"We really enjoyed our long weekend at Centre Parcs, we stayed in a refreshed woodland lodge that was nice, a good size and clean. It was our first stay and we stayed in the area 'Cedar' we were happy with this as it was a nice 10 mins walk to the village square where the pool, shops, leisure bowl etc are. Before we went we booked some activities and restaurants, I wouldn't do this again as it made our time restricted and the kids really just wanted to stay in the Subtropical paradise pool all day which would have suited us and saved money! I'd take pot luck with the restaurants too as they weren't overly busy. The pool is great, the rapids are good fun. We were lucky and had great weather so spent a lot of time in the outside pool area. The disco in the leisure bowl is good for the little kids while you have a drink. We found we spent a fortune on activities, food, drink etc and will be wiser next time. Football pool is rubbish, pottery painting is good but expensive for the pots much dearer than our local pottery painting shop who also teaches you these don't they leave you to it, aerial adventure was good and the climbing walls but again expensive. Next time we'd spend more time in the pool and take or hire bikes for sure. Definitely be back",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_5,"We have been visiting Sherwood Forest since our grandson was a year old , now 15 1/2. We still find plenty to do for him and ourselves . We stayed in the middle area which was useful as we are pensioners and our grandson hires a bicycle so that he can get around the village independently . We dine out most nights and Hucks is a favourite of us all . The staff in Hucks from Tony who shows you to your table to the waitresses/ waiters go out of their way to make your visit a comfortable one . Although the meals can be expensive all menus have a good variety of choices both for children and adults . Our whole experience once again was excellent And we would recommend Centerparcs to anyone who wants a good varied holiday . Plenty of choices of sports or just take it easy and relax at the aqua sana . A definite holiday again in the next year .",1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,"Centre Parcs got our booking wrong and then expected us to pay £800 extra onto what we already had paid. Needed a 6 bedroom lodge and a cot bed but they said we needed an executive lodge to have 7 people (even though we'd emailed before and they said you didn't need an upgrade if you have 6 people and an infant). Manager is a complete and utter tool and made out like we were in the wrong for THERE mistake. Centre Parcs are just money hungry. I enjoyed my time while I was there but every activity you want to do there costs an extra amount of money (apart from swimming). Want to do the go ape? £31 per person and with 6 people able to do it, it's a no from me. Laser combat? Just as bad. The only cheap thing we could do was swimming and golf and golf was still £6.50. I enjoyed my time there when I got in but staff are rude and ignorant and I can see why with a manager like that! The pancake house is a must. That was the best part for me and that's the reason why I gave it 2 stars and not 1 because the staff were friendly and welcoming and the food was delicious.",1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0
groupe_5,"Where do I begin!! Just returned from our 4th year running to Sherwood. We had an amazing time as always! The lodge was spotlessly clean on arrival (We always book the same one). Every member of staff we encountered was polite and friendly. We booked lots of activities for ourselves and our 2 boys including katakanu, Indoor climbing, golf, badminton, VR experience, bowling and many more and all of them ran smoothly and on time and were run by brilliant staff. We ate out each night at Hucks x2, Foresters Inn and sports cafe and have not got one complaint. Food was served quickly and it was delicious. We spent hours in the swimming pool. It's brilliant. We love the slides and the rapids. First year my youngest son tried the rapids this year and we couldn't get him off. Cannot wait to try the new ride next year!! Only had to hire 1 bike as we took 3 with us but the one we hired was very reasonably priced. The only downside to the whole holiday was having to leave! Thank you CP for another fantastic holiday and we can't wait to return again next summer. ",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,"Just returned from a Monday to Friday stay at Centre Parcs Elveden Forst and the whole group really enjoyed the stay.  We were a group of 4 adults and two 2 year olds and loved the bikes, boat trip, feeding the ducks and the subtropical pool - the adults enjoyed the rapids and cyclone! We stayed in one of the rebfurbished woodland lodges which had everything we needed and was just big enough for the six of us.  We saw plenty of wildlife from our lodge which kept us all occupied - ducks, geese, squirrels, stote and deer ventured onto our patio! We were in lodge 323, which was only a 5 minute bike ride from the centre. A couple of us had an evening in the spa which was brilliant, lots of different themed spa rooms.  We nearly fell asleep on the water beds and loved the ice fountain, brilliant for after the saunas. Good value for money and it wasn't too busy, which meant we had some of the rooms to ourself. Definitely recommend it, plenty to do, nice accommodation and it only has to be as expensive as you make it when you get there. We brought our own food, did a couple of activities which weren't overly expensive and went out for tea one night, which was the same price as most high street restaraunts.  We all can't wait to return!",0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,"This was my second visit. I stayed in an executive bungalow for a week. It was very clean and very well maintained. It was a very relaxing holiday, we were very fortunate to have great weather but no matter what the weather there is plenty to do here. It is secure, safe environment with plenty of facilities and activities for children. I highly recommend it to everyone of all ages, I can't praise it highly enough.",0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0
groupe_5,Fab family fun. We stayed in the New Woodland Lodges which were well appointed and clean. The kids loved the pool and we booked extra activities which though not cheap were very well organised and enjoyed by them both. Lunched in cafe rouge which was great. Not too impressed with forest Inn - waited ages for very mediocre food. Hucks food was great but waited a long time to be served. Signage could be better as first timers we took a few wrong turns. Lots of cars on Friday I appreciate people are arriving but some were travelling quite fast so more staff presence would be a good idea. We will be back!,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,
groupe_5,"We had a brilliant time at Elveden Forest Centre Parcs. We stayed mid-week, and wished we had booked for the whole week. Having stayed at Longleat (which we loved), and Woburn (which was a little underwhelming), we were really pleased with the size of the sight at Elvedon, and since I am the one who pulls my daughter in the bike buggy, I was really pleased that it was fairly flat!!Having previously stayed in executive lodges, we decided to book a standard 2 bed lodge. I have to say that having done so, I don't think we will spend the additional money to go executive again. The lodge, though smaller, was perfect for our needs.The local wildlife (which was sadly lacking at Woburn) was excellent at Elvedon. We had many visits from the local ducks, water birds and squirrels, but the most exciting was a young dear who visited a couple of times.The on-site facilities were great. I think the pool is the favourite of the three we have visited. The kids pool was definitely the best so far, and it was brilliant to see our two year old gaining in confidence everyday on the slides.We did a number of children's activities (football, plate painting, roller scating, a pony ride and the mini captain adventure), all of which were well managed and our daughter loved all of them.There were a couple of negatives. The restaurant booking system is a farce. Going to a restaurant at 6pm when you haven't booked a table, and being told they can't seat you for dinner, even though all but one table was empty was a joke. I get that there may be bookings later in the evening, but to not be able to offer a table until 2 hours later is ludicrous.The other thing was the amount of nettles in the woodland. I appreciate that they try to keep it as natural as possible, but I was constantly on the look out for them so my daughter wouldn't get stung.Overall though, it's huge tick for Elvedon Forest.We were exceptionally lucky with the weather, and with the combination of a great site, and gorgeous sunshine, we didn't miss going abroad at all!",0.0,,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0
groupe_5,First trip to Center parcs Sherwood Forest and although I can say we thoroughly enjoyed it the standard and cleanliness of the cabins are not up to scratch.  Our bedroom floor had bits of crisps on it when we arrived . We saw the cleaners as they were there when we arrived. Mid week all the cleaners did was refold our wet towels and put a triangle corner on the loo roll. They hoovered the living room but the whole cleaning process must have taken 10 mintues maximum.  Although the size of the lodges is good the beds are so uncomfortable as are the sofas. My boys really enjoyed the swimming pool but when I took my baby there the changing rooms were chaotic and a lot of them stank of urine! The jardin des sports was fabulous though.  Cafe rouge on site was great and staff really lovely. As we all know Center Parcs is really expensive in school holidays but a great holiday it's a shame the cleanliness and some of the details for guests comfort are not up to scratch,1.0,1.0,1.0,-1.0,0.0,,1.0,1.0,1.0,1.0,1.0,-1.0
groupe_5,"I was adamant after experiencing the worst holiday ever at Center Parcs Elveden last year that I would never return or venture into another one. Fortunately a couple of issues arose from my initial plans of taking my family to Tenerife, we decided to then stay in the UK and do a little round trip. My daughters begged to go to Center Parcs as they wanted to cycle on their bikes but we were all still a little apprehensive of going into the pool after one of my daughters fell ill from the water and had to be taken to A&amp;E and placed on a drip. We decided that we didn't want this bad memory for our daughters to continue as they really used to love going, so we thought we would venture out to a different location with hopes that we could put our previous bad experience behind us and we are so glad we done so!We had an absolute brilliant time in Sherwood. All the staff were extremely friendly which added to this experience. We had an executive lodge with a sauna which was our morning ritual and we loved it.We were close to the car park out of the way and most probably could have left our car outside of our lodge the whole time as it was secluded.  The kids enjoyed all of the activities we had pre-booked especially the mad science, Pizza Making and roller skating. They especially loved the kids disco and made friends with a couple of other children.As stated before we were very apprehensive about going into the pool, but once we got in we all had a fantastic time and I think we went on everything available to us. The kids particularly loved the kids area and the dinghy slide. I even noticed staff checking the water occasionally which gave us peace of mind.The village square seemed a little cramped to me compared to other CP's we've visited and on a whole this seemed like a smaller CP, but this was not an issue at all. We had a nice (expensive) meal in Cafe Rouge the first night as we didn't want to cook that evening, but wished we had waited a day as on Tuesday's kids eat for free. (oh well next time)I can honestly say now that what we call the Center Parcs curse has now been lifted.The only off putting thing this time around was me finding a string of hair in my mouth whilst eating the peas from my fish and chips meal besides this all was great and we will definitely be back to Sherwood at least.",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,"My husband and I stayed at Sherwood Forest for our 1st Anniversary. It was the first time either of us had ever been to a Center Parcs. Our arrival was well handled, we were given our keys and directions to our lodge. Upon arrival, our lodge was immaculate. We dined at Hucks American Restraunt and were overwhelmed by the quality of service and their food. We returned to our lodge and crashed. The bed was amazingly comfy!! The next morning we visited the on site store to buy a few bits, we were shocked to learn that if the shopping came to more than £40 then they would deliver it for you to save you carting it back!!  Our weekend was perfect and we are already planning our next visit! The only minor niggle is there was no 'gift shop' as such, so we were unable to buy a souvenir for our amazing visit.",0.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,1.0
groupe_5,"Just returned from a thoroughly enjoyable,fun filled weekend break. The whole experience from start to finish was superb the lodge, lake, beach, pool, restaurants staff and all amenities are excellent.Can't wait to return soon.",1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0
groupe_5,"Just returned from a Mon -Thurs break at Elveden Center Parcs. Booked by phone and requested lake view Waterside apartment. Unfortunately we didn't get this? Really regret not phoning before arrival to check. I knew from checking website that no other apartment where free so never phoned reception. Apartment lovely, clean, modern and a good size, no bath but really big shower! !Bit disappointed that coffee, tea milk, toilet rolls not replenished as had daily housekeeping thought this would be done? As would in a hotel. Unfortunately had to leave day early due to a family emergency, can't fault the service of picking us and luggage up and taking to our car. Very professional and courteous driver.The stay was lovely and will return hopefully soon? Will definitely try get a lake view next time!!",1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0
groupe_5,"Its such a long way from West Kirby to Nottingham, but so worth it.  Been to Winfell Forest and Sherwood Forest all very similar and familiar brands on site.  Loved the pool and the kids did Go Ape climbing which is all very safe and supervised.  Our kids are 12 to 15 and right up their street for activities.  Dined out on Tuesday evening at Casa Bella Italian restaurant on site.  Definately need more time and will be booking a week in the near future.",0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,
groupe_5,"Just back from a fantastic stay at Center Parcs Elveden Forest. (4 adults and 2 young children)We stayed in a Newly refurbished Woodland lodge, which for the cost we couldn't fault. Only thing we found particularly disappointing was the quality of the TV (However I appreciate you're not on holiday to watch television, however with World Cup and Love Island on how could we resist)Also we were disappointed to find on arrival that no bbqs were allowed during our stay. I totally understand why with the weather we are having and the fire risk in the forest, however it would've been helpful to have received an email prior to arrival about it so we didn't end up buying 8 disposable bbqs and bbq food for every night of the stay... Overall though a pleasant stay and will definitely be back. ",0.0,,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0
groupe_5,"Had a fantastic time wonderful place , beautiful walks and lots to do . Lodges very clean and all mod cons and perfect area for a barbecue outside .Sports Bar food was very good so was Hucks Diner, pool was clean and locked area to lay outside on sun beds .",0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0
groupe_5,The accommodation was excellent with all we needed for our stay.The facilities and the many and varied activities were really good for both us as adults and the children. It was easy to find out about activities while we stayed there.Because we were a large group we were helped with booking many of our activities prior to our stay. This service was so helpful and efficient and had the benefit of a discount.We were upset about the service at the Forest Pub on the 8th June it took over an hour for our main course to be served and some of the food was well over cooked.The signage on the site could be improved as we found it quite difficult to find our way around for the first few days of our stay. Also the posts that had the lodge numbers were too short and could not be seen while parking the car for unloading at the lodge. One of our cars was damaged because of this.,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,-1.0,1.0,1.0
groupe_5,"Booked a 4 night family break at Elveden Forest in a New Woodland Forest Lodge and although we all had a fabulous time (especially the grandchildren) as there was so much for them to do we were really DISAPPOINTED with the cleanliness &amp; maintenance of the accommodation. Sticky drink stains on the wooden flooring, patio doors inside covered in sticky finger prints which were also all over the television, Cobwebs with spiders attached in the bathroom and double bedroom and  also under the vanity unit in the double room and the child's high chair was absolutely filthy. I am aware that with the kind of environment the lodges are set in there will be spiders etc but these webs had been there for a while. To be honest the decor of whole lodge looked tired and was in need of being refreshed. We mentioned it to the cleaner when he came to check if everything was ok and he did offer to get someone to come and clean it again but when you just unpacked and have 2 little ones running around full of excitement we said we would do it ourselves as it would be done properly. We actually left the lodge cleaner when we left than it was when we arrived. Our holiday last year was at Sherwood Forest Center Parcs in the same type of accommodation and it was spotlessly clean. So I contacted Center Parcs by email on my return just to make them aware about the accommodation, but have never heard back from them which i think is really poor customer service. ",1.0,-1.0,0.0,,0.0,,0.0,,0.0,,1.0,-1.0
groupe_5,"Had a long weekend here with my family, parents and sisters family and had a thoroughly enjoyable time.  From arrival with bubbles and chocolate for my parents 50th anniversary and my mums 70th birthday to the wonderful service in the Pancake House on our leaving day - this was an excellent holiday.  The lodges were lovely (if the patio's and back area maybe a bit stark), clean, comfortable and well stocked with all you need.  The facilities were plentiful and the pool area was fantastic.  We went bowling and did the laser combat and enjoyed both.  Bowling and laser combat were quite expensive but as they were all we needed throughout the weekend it seemed ok.  We took our own food so didn't use restaurants, but looking at menu's they were same as we have here on the high street. We did go to The Pancake House which was excellent and great value we thought  The real stars of the visit were the staff.  Everywhere we went the staff were fantastic.  Happy, helpful, attentive, all you would hope for.  We were all suitably impressed.  A big thank you to all the staff (i loved seeing the swarm of Mary Poppins cleaning staff swooping in on their bikes) - you really made a great weekend a fantastic one.",1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
groupe_5,Wow. Had the most fantastic weekend away. So much to do and the swimming pool was great. The lodge was lovely and well equipped. Would definitely recommend Only been back for 2 days and have booked up for next year already!,0.0,,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0
groupe_5,This was a special weekend to celebrate  two important birthdays so we booked the treehouse accommodation.It was an amazing experience staying in beautifully appointed accommodation with everything you could wish for and more. Five star service provided.,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0
groupe_5,"First time at Center Parcs, room was absolutely amazing, loved it.. extra activities were expensive but you don't have to do those, took our own bikes, but it only takes 10 minutes to cycle around so if your an avid cyclist like me, don't expect too much. The park &amp; restaurants are over priced for what they give but at least you can go down to Sainsbury's which is less than 10 minutes away. The pool activities are fabulous, they could do with some extra sun beds as people claim them from the start, but overall a really enjoyable holiday for a holiday in the uk..&amp; will be going back again.",0.0,,1.0,1.0,1.0,-1.0,0.0,,0.0,,1.0,1.0
groupe_5,Had a great time with my family. Lots to do for all ages. Very friendly staff and environment. The kids enjoyed the treasure hunt. The indoor wall climbing was fun too. It was lovely to cycle around. Great for people who love sports.,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,
groupe_5,"Centerparcs in 27 degrees is absolutely brilliant! What a weekend! We were a group of 20 adults and kids and had no problems signing up for activities, or getting tables to eat. Accommodation was great, feels like it's been modernised since last trip. Spotlessly clean. Staff were really friendly and knowledgable. No barbecues whilst we were there, for obvious reasons, so ordered a delivery instead. My only gripe (and EVERYONE has the same issue) is their lack of signs. Come on Centerparcs, everyone is lost. All the time. Your directions just tail off. It's super frustrating and often makes you late for planned activities. In the 8 years I've been coming, you still haven't addressed this! Apart from that, it was great. I've never been when the sun is REALLY shining. Would definitely rush back.",1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0
groupe_5,"We arrived into our lodge, 270 Cedar, to find it definitely 'worn' and grubby. £2k for 3 adults 2 under 5 and a dog for 7 days could have been spent more wisely. The children needed to go to the 'activities' and over the week spent over £400 same price booking in advance as on the day. It was £46 for den making!  The free swimming was great for them but crowded as no limit to how many people entered. Of course I wasn't allowed in the activities due to having my dog so thought I'd have a coffee. Went to Starbucks but wasn't allowed to go in for a coffee-to-go so asked if service outside - nope!  Sat outside two of the restaurants to be told no waitress service and to go inside to order - but not with a dog. So back to the lodge for a coffee.The restaurants offered a range of foods. Some ok - in Cafe Rouge and some atrocious - in The Sports bar. My grandson was stung by a wasp - they were everywhere.  We then decided the children should eat inside, with their parents of course, but I couldn't with the dog .... yes - back to the lodge I go. The weather was really hot and I have a dog that loves swimming so we went to the lake and let him swim - no - that wasn't allowed either. Dogs on a lead at all times .... except in the smallest, dirty, boring exercise areas possible.  Or in the lodge! If we wanted to cook the size of the fridge couldn't be smaller and the freezer held a few iced lollies. Eating in the lodge wasn't great. Not the cleanest.  Sandwiches or microwaved food would be acceptable. Would we return - I doubt it. ",0.0,,1.0,0.0,1.0,-1.0,0.0,,1.0,0.0,1.0,-1.0
groupe_5,We have been visiting Centre Parcs for about 20 years. This year we booked good weather for every day. Sherwood has undergone development on the site which hasn't overly detracted from the forest feel. The pool area is presently being extended/redeveloped. This is being managed with the holidaymaker in mind. The building work did not detract from a very good holiday. We stayed in a woodland lodge which whilst not pristine/perfect was in good order and well equipped. We experienced plenty of wildlife and enjoyed the safety of a traffic free holiday.Activities (paintball &amp; kayak) were pre booked and reasonable value. We did not eat in a restaurant to keep costs down.We will return to Centre Parcs.,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,
groupe_5,"We came here for a long weekend, our 2nd visit, booked into a refurbed lodge, looked very similar to the last one we stayed in after checking photos, however was enjoyed by all, there is plenty to do, lots of outdoor and indoor activities ( too many to mention) check the website, plenty of places to eat, As you would expect , it is quite pricey and you can certainly rack the money up easily, but that aside definitely worth a visit to keep the kids entertained!!!We will return at some point but a few days is enough at one time for us..Also great to see the wildlife up close , right outside your back foot and when walking round..",0.0,,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
groupe_5,"Stay here a few times a year and yes it's costly but so relaxing. We normally have a new exec lodge and go for a three bed even though there is only me, wife and three year old. Never fails to disappoint and have been in most seasons, with Christmas a favourite with the wife and little one. The supermarket is very marked up as you would expect, I don't personally do the shop at home the Waitrose van just turns up every Saturday. But even for me I noticed it, a nearly full basket of everyday items was over £70. The wife said the face wipes she forgot was over twice the cost of Waitrose. We do take most things we will need for the week. The grounds/site is well managed and well payed out. The pool is really good and free. The spa is great and well priced. The activities we have done have been great and well managed. The resteraunts and bars are also good and clean with good service. The take away service is also good, but can be not as hot as you'd like but there is a microwave. Have had trouble getting hold of champagne on site (yes I know bigger problems to be had) they don't stock many in the shop but the take away man rang round the bars and hunted one down for us. Will bring our own next time.  All in all its a great break, the villas have always been clean with everything we need and the room maids that come every day are always great. They make a special effort for our little one leaving drawing packs and towel animals. One thing to note is, even though its no cars on site (apart from check in and check out day) so you can cycle around without worry. Great for learning toddlers, but the service vehicles do whizz about all the time and they are used to it but some are fast so just keep an eye on the little ones. Just asked the wife how many times we have been and in the last 3 years we have been to sherwood cp 7 times and booked to go again in September for the week and weekend to see what that is like. ",0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,1.0
groupe_5,I have been coming to Centre Parcs for over 25 years. This is such a wonderful place for all ages. You don't have to be sporty to come here. You really can have a wonderful time come rain or shine. What I love about here is that anything goes. It's a relaxed atmosphere. Fantastic facilities for all ages. It's a wonderful and magical place for the little ones. I have teenagers who definitely love it here hence why we come every year. The swimming is free and great fun. I would recommend to bring some little extras from home like baking trays including food as eating out 3 times a day very costly. A small under counter fridge is provided.,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,
groupe_5,"Booked an Executive Lodge which was clean,contemporary and tucked away quite privately in the forest. Permanent parking was nearby. As everyone is no doubt aware absolutely loads to do for anyone with young active kids. Didn't feel overcrowded and everything is very professionally executed and up to date,shops restaurants and landscaping etc.The Supermarket is well stocked and a bit pricey so we took various staple items. Had a meal at Cafe Rouge [the booking deposit is refunded off the bill]. On the negative side I think certain aspects like charging for Den Building [£46-ish] leaves a bad taste and families are being exploited, and  Zip wire £30 plus is OTT. Having paid a not insignificant amount for the accommodation families should be able to experience as much as they like without constantly thinking about sky high prices. ",0.0,,0.0,,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
groupe_5,"Had a wonderful time (Mon - Fri) at the beginning of July 2018.  Weather was hot, but the accommodation stayed cool being under trees.  Went to spa for 3 hours - a lovely experience.  Went to pancake house a couple of times-delicious, lovely staff, although that can be said of all the staff we came into contact with.  The pedaloes were fun and we had many walks, early morning and late evening which were very enjoyable, with lovely areas to see.  Cant wait to go again!",1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0
