"Mainextract_Commentaire","Mainextract_Date"
"Plus","Date du séjour : février 2018"
"pas de pression dans la douche très gênant quand il fait très chaud de ne pas pouvoir se rafraîchir sans rideaux solaires ni occultants pour la nuit non adéquats de plus sans réseaux téléphoniques donc insécuritéPlus","Date du séjour : février 2018"
"Un parc sans voiture, on oublie la ville et le parc aquatique est très sympa surtout la rivière sauvage. Les cottages sont confortables même les 1ers prix mais les tarifs sont tout de même élevés Prévoir ses courses avantPlus","Date du séjour : février 2018"
"Les cottages sont loin d'être propre...salle de bain pas nettoyée a notre arrivée sans parler des poussières sous les lits!!!La vaisselle sale dans le lave vaisselle!!!et j'en passe!!!!Nous sommes venus a 20 personnes sur 3 cottages et tous les 3 dans le même état!!!C'est inadmissible!!!Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"manque d entretien sur les infrastructures du parc en général ( marches de l aqua mondo pour accès a la rivière sauvage cassées fuite du toit au niveau de la réception murs chaud ne fonctionne pas...)","Date du séjour : juillet 2018"
"l acceuil et le personnel de reception auquel nous avons eu a faire, n ont pas ete ni a l ecoute ni aimavle, limite engueulé. nous ne trouvons pas cela correcte. et le service telephone est i joignable et nous as plusieurs fois raccroché au...Plus","Date du séjour : juillet 2018"
"Idéal pour passer des bons moments en famille et décompresser. Les enfants s’eclatent a l’ aquamondo ou dans toutes les autres activités. Calme. Bonne ambiance. Tester le poney club pour les petits. Ménage du bungalow correct mais sans plus","Date du séjour : juillet 2018"
"ménage mal réalisé, fuites d'eau pendant l'orage dans le salon et dans la chambre, toilettes avec odeur désagréable, traces d'humidité dans toute la pièce de vie. l'aqua mundo et les activités annexes proposées ont plu aux enfants.Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Des vacances 2018 à oublier très vite tant nous avons été déçus par Les Bois Francs, un site, un hébergement, des services et animations qui ne correspondent absolument pas au descriptif et aux images proposés. Plus jamais çà !Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"C'est un lieu où l'on se déconnecte. On peut se reposer sans bruit. L'environnement est agréable et on peut décompresser. La piscine est géniale et les enfants peuvent s'amuser en toute sécurité. Les jeux sont éparpillés dans tout le domaine et quand il pleut un...Plus","Date du séjour : juillet 2018"
"Nous avons testés Center Parcs pour couper le mois juillet/août avant les vacances. Nous avions plusieurs à priori avant d'arriver mais nous avons été très agréablement surpris. Toutes les activités sont payantes sauf la piscine, les aires de jeux.","Date du séjour : juillet 2018"
"nous avons passée un agréable séjour les animations sont tres bien nous renouvellerons notre expérience en espérant pouvoir rester plus longtemps. le personnel est tes accueillant et toujours disponible.","Date du séjour : juillet 2018"
"Séjours assez très cher. Les fuites d'eau dans le cottage font penser que nous sommes déjà à la piscine.La terrasse dangereuse pour des enfants, les dalles sont bien relevées. Le cottage dans un état limite surtout l'odeur à l'arrivée. L'aqua mundo, mon avis est mitigé...Plus","Date du séjour : juillet 2018"
"Le cottage était bien placé mais la propreté laisse à désirer (problème de fermeture de fenêtre).Manque de vaisselle (casserole, planche à d'écouper). La piscine était super et très adaptés pour les enfants. Beaucoup d'activités sympa mais un peu cher a mon goût.Plus","Date du séjour : juillet 2018"
"Bonjour, voila je suis partis pour la premiere fois avec ma famille a center parc des bois franc et je vais vous dire un peu mon ressenti. Je trouve le concept génial quand on a des enfants, tout est prévu pour eux et au moins...Plus","Date du séjour : juillet 2018"
"1ere fois que l on teste l activité aquamondo sur une journée dans un center parcs aux Bois Francs. Ravis de la 1ere expérience aquatique vécu en famille avec nos filles de 10ans et 7ans. Les locaux de l aquamondo commencent a mal veillir. Bref,...Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Quelle déception!!! Aux prix pratiqués par l enseigne il est normal d'attendre une qualité minimum. Nous avions un bon souvenir de ce lieux il y a une dizaine d années. J ai l impression que tout est resté dans son jus et que rien à...Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Une première à Center parc donc nous avons privilégié l'hôtel qui effectivement est un peu vieillot et sans réceptionniste mais ce n'est pas si gênant que ça. Le personnel est agréable, les activités intéressantes et la cuisine est bonne. Le Spa est juste parfait je...Plus","Date du séjour : juillet 2018"
"Très contente de notre séjour 4 nuits côté car belle expérience familiale, par contre déçue par beaucoup de choses, il y a plein de petits détails à revoir..Aquamundo : 1 seule personne pour faire le ménage de toutes les cabines dans un tel espace c'est...Plus","Date du séjour : juillet 2018"
"Très bon séjour avec ma fille, j'avais loué une chambre d'hotel mais en arrivant à l'accueil j'ai eu la surprise d'avoir un cottage à la place car ils avaient des problèmes avec certaines chambres et anticipaient en me donnant à la place un cottage sans...Plus","Date du séjour : mai 2018"
"Un séjour de cinq jours en famille (8 personnes) pour profiter du calme et d’activité pour les enfants. Le cadre est parfait pour des vacances reposantes et profiter des moments a passer ensemble. La seule déception vient du cottage mis à disposition qui mérite d’être...Plus","Date du séjour : mai 2018"
"Prix exorbitants pour une qualité médiocre. L'accueil reste à désirer, pas de conseils sur le menu, surtout ne pas prendre la plancha mixte, présentation grossière, l'andouille de vire est infâme !!!!!! Très cher payé pour ce que c'est. Prenez vos jambes à votre cou 😵👎👎👎👎Plus","Date du séjour : mai 2018"
"Le parc est immense, l'espace aquatique est magnifique. Quel plaisir de se baigner au milieu des plantes tropical quelque soit le temps à l'extérieur. Nous avions choisi un hébergement à l’hôtel; très belle chambre, un beau balcon avec vu sur le parc. Tellement content de...Plus","Date du séjour : mai 2018"
"Je recommande vivement pour un week-end . Ideal pour les enfants calme et paisible a seulement quelques heures de Paris . Nous etions dans l hotel dommage que la chambre n'était très propre. Mais refaire quand même.Plus","Date du séjour : mai 2018"
"Séjour en famille. À notre arrivée, quelques problèmes techniques sur le cottage (une fenêtre ne s'ouvre pas et une autre ne s'ouvre pas). Réparé dans la journée. Personnel agréable. Je tiens cependant à signaler le problème du service de restauration à domicile : on nous...Plus","Date du séjour : juin 2018"
"Séjour agreable activités sympathiques pour les jeunes Supérette bien achalandée Réservation des activités facile Petits et grands ont trouvé les activités qui leur convenaient Possibilité d'avoir son chien appréciable mais payant (40€/chien)Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Très bon souvenir de notre séjour a center parc les bois francs Hébergement très propre et conforme.Personnel très sympa Piscine très agréable mes enfants ont apprécier la rivière sauvage et le toboggan La voie verte est super pour les promenades a vélo Nous y retournons...Plus","Date du séjour : juin 2018"
"Pas d'état des lieux entrant. Cottage plus que très sale. On ne voyait pas à travers les baies vitrées Les sols pas aspirés, pas nettoyés. Les poignées de porte dans la cuisine avec une épaisseur de crasse dont on se passerai bien.. La baie vitrée...Plus","Date du séjour : juillet 2018"
"Nous avions loué un cottage VIP en nous réjouissant des photos postées sur le site et pour pouvoir avoir le wifi inclus (et oui, en 2018, il faut payer pour avoir du wifi à Center Parcs!)... la réalité est très éloignée des clichés ! Les...Plus","Date du séjour : juillet 2018"
"Je n'ai pas pour habitude de publier un avis mais cette fois il fallait le faire ! Séjour début juillet en famille pour une semaine. -Cottage vieux malgré la rénovation,sale, équipement moyen (manque de vaisselle par exemple) -Aqua Mundo vieux : certains jeux d'eau dans...Plus","Date du séjour : juillet 2018"
"Nature mais pas nettoyée. Animaux de la ferme mais bien fatigués et parfois malades. Pataugeoire accueillante. Wifi foireux. Hôtel sans accueil et défectueux. Peu de restaurants et qualité juste mangeable.Plus","Date du séjour : juillet 2018"
"Excellent séjour. Au calme et en pleine nature. Beau cottage (pagode) rénové: sauna, baignoire à remous, déco sobre et apaisante. Domaine agréable, bien entretenu. Petit bémol à l’Aqua Mondo: douches collectives où 1douche sur 3 fonctionne.Plus","Date du séjour : juillet 2018"
"Pas de contrôle des participants à l'entrée ni du nombre ni de l'identité des participants. Très mauvais entretien du cottage à tout point de vue . Trop peu d'activité pour petits enfants . population irrespectueuse des équipements et des autres. On s'est demandé ce qu'on...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Des mégots sur la terrasse, la chaise du bébé à moitié cassée, le siège d’un canapé enfoncé. Surtout, 2 matelas infestés de punaises de lit! Une enfant de 3ans et demi ravagée par les piqures et se grattant jusqu’au sang! Et personne capable de nous...Plus","Date du séjour : mai 2018"
"Très bon accueil, les pagodes sont top, le personnel est accueillant et très sympathique avec les petits comme avec les grands!! En plus il y a un marché des producteurs locaux, d’ailleurs on en a gardé un en contact !!","Date du séjour : mai 2018"
"Plus","Date du séjour : juillet 2018"
"Chez Center Parcs Les Bois Franc. Nous avons enchaîné les problèmes : 1. Nous avions réservé via Voyage Privé donc nous n'avions pas de numéro de réservation pour nous inscrire aux activités avant notre arrivé. 2. A notre arrivé une forte odeur d’égout dans notre...Plus","Date du séjour : juillet 2018"
"Nous revenons de 4 jours là bas et franchement ce center parcs aurait grand besoin d’un coup de jeune. Presque tout est à moderniser et/ou réparer. L’aqua mundo manque cruellement de toboggans et autres attractions dynamiques, les jacuzzi marchent peu, partout des passages de toboggan...Plus","Date du séjour : juillet 2018"
"Seul site en France permettant l'hébergement en résidence hôtelière (pratique lorsque l'on n'est que 2) avec de bas tarifs hors périodes scolaires. Personnel d'entretien à l'écoute et disponible, encore merci aux deux dames présentes lors de notre séjour !","Date du séjour : juillet 2018"
"lieu calme, idéalement situé pour des vacances en familles, calme et nature à souhait manque parfois de fraicheur dans les installations du dôme (canines, casier et piscines vieillissants) Parkings suffisants et placés à proximité des différentes zones de logements. Vélos nécessaires pour les déplacements car...Plus","Date du séjour : juillet 2018"
"Cottage 524 Après réservation Internet, on rentre direct et ça c'est cool. Arrivée dans le cottage, le lit tombe car pied cassé. Pas grave. On décharge la voiture et une dame nous informe problème évacuations bouchées. Après contrôle, RAS...OUF Frigidaire cassé au niveau des supports...Plus","Date du séjour : juillet 2018"
"Comme d'habitude , nous avons passé un super week-end avec nos petits gars. Calme, activités en famille et piscine à gogo. Accueil sympathique, propreté du cottage tout à fait correct. Beaucoup de cottage en rénovation mais les travaux nous ont pas dérangé. Le nouvel espace...Plus","Date du séjour : juillet 2018"
"dépaysement et repos assurés dans ce cadre verdoyant - la bulle aquatique dispose de nombreux espaces de détente tant à l'intérieur qu'à l'extérieur - les personnels nous ont réservé un accueil sympathique et chaleureux - ils ont répondu à toutes nos demandes avec le sourire...Plus","Date du séjour : juillet 2018"
"Je suis dans un cottage premium. Le ménage... C'est vraiment horrible. Toiles d'araignées partout! Je me suis retrouvée deux fois en face d'une araignée noire . J'ai pris un petit déjeuner livré pour chaque matin et aucune réduction... Ça coûte une fortune pour pas grand...Plus","Date du séjour : juillet 2018"
"Nous avons intégré notre cottage ce jour à 15 heures et nous sommes très deçu par le ménage. Le sol n'a pas été balayé et encore moins lavé, nous integrons donc crasse de nos prédécesseurs. J ai voulu passé la serpillère, mais aucun matériel pour....Plus","Date du séjour : juillet 2018"
"Nous avions réservé une chambre d'hôtel tout à fait satisfaisante, cependant avec notre bébé ce n'etait pas très pratique. La prochaine fois nous prendrons un cottage. Très bon séjour, bon accueil, lieu calme et paisible, idéal pour se ressourcer!Plus","Date du séjour : juillet 2018"
"Malgré les nombreux avis négatifs je trouve finalement le site correct... Le logement effectivement demande un rafraîchissement surtout au niveau des vitrages... pour le reste la literie est très correcte .... le logement est bien aménagé et spacieux...il reste que le ménage manque de rigueur......Plus","Date du séjour : juillet 2018"
"Départ en famille avec 3 enfants, 10, 6 ans et 30 mois. Arrivés à l'entrée, passage rapide mais changement de cottage sans explications, et cottage plus loin du centre. Logement vieillot, pas propre, réfrigérateur plein d'eau qui s'écoule par terre quand on l'ouvre. Grand lit...Plus","Date du séjour : juillet 2018"
"Nous avons réservé un cottage VIP pagode (nouveau design) 6 personnes et nous n’avons pas été déçu de notre choix. Notre cottage (le 828) était très bien placé: au calme sans aucun vis-à-vis et les canards qui viennent matin et soirs nous faire un petit...Plus","Date du séjour : juillet 2018"
"Nous rentrons d'un WE dans cet établissement le cadre est agréable malgré des cottage plus que vieillissant le poids des années commence à se faire sentir .les jeux d'eau son agréables mais tout le reste est horriblement cher .Plus","Date du séjour : juillet 2018"
"heu... par quoi commencer? ... Chek-in : rapide, efficace .. Trouver le cottage : signalisation catastrophique ; on tourne, on retourne, on essaye de passer entre les voitures mal garées, voire carrément à contre sens !!! Le cottage (405) : prémium 6 personnes (prix pour...Plus","Date du séjour : août 2017"
"Bon séjour en famille/amis: les enfants ont adorés la piscine, pour les autres activités à réserver sur l’appli interface à revoir. Très important de prévoir un service cuisine en continue: difficile de manger après 21h... ou en plein après midi. Or ce sont les vacances...Plus","Date du séjour : août 2017"
"Dans un parc en chantier où l’on croise plus de camions que de velos, on a du mal à trouver un sentiment de sécurité pour les enfants. L’aspect nature s’en trouve aussi très réduit et les cottages mal entretenus n’amélioren pas la carte postale...Plus","Date du séjour : août 2017"
"Plus","Date du séjour : août 2017"
"C'est un ramasse pognon. Dans le quick il y avait un cafard qui sortait du bac à frites, elle la seul réponse que le serveur m'a sorti c'est "" oui bah désolé on est embêter avec ça"" . Super l'hygiène par ferme ton restaurant pour...Plus","Date du séjour : août 2017"
"Plus","Date du séjour : juillet 2018"
"Tres moyen mais le sejour depend aussi de chacun. Pas le meilleur des center parc en France aucune comparaison avec le bois aux daims . Beaucoup de dysfonctionnements distance enorme entre les cottages et l aqua mondo. Rapport qualité prix moyenPlus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"1ere fois à center parcs, en résumé : *Signalisation dans le parc très peu visible *Promesse et prix d'une cottage pagode nouveau design 961 pas tenue: odeur de remontées d'égout dans le cottage, à l'extérieur et quand on mettaient en route la balneo, fenêtre chambre...Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Etant plus jeune, nous partions souvent dans ce Center Parc en famille mais aux vues de certains commentaires, nous appréhendions notre séjour. Dès notre arrivée nous avons été bien accueilli par le personnel et tout particulièrement lors de notre choix de vélos. Notre cottage était...Plus","Date du séjour : juin 2018"
"Quel dommage ! Un beau site mais accueil et personnel froid , indifférent voire revêche ( à l'exception de Nicolas Très sympa). Gros handicap : domaine immense où l'on se perd constamment car aucune signalisation pour piétons ! On a loué la villa La plus...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Agréablement surprise par la température de l'eau par contre ce centre à besoin d'une remise en état (infrastructure de l'Aquamondo et l’arbre à eau, le chemin d’accès et zone de déchargement, cottage)Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Super séjour dans les nouveaux cottages , Ca s est bien passé , bon la nourriture n est pas TerriBle et chère il faut l avouer mais dans l ensemble j aimais bien ce parc . Faudrait juste dire à certain de vos maître nageur...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Pour ma 1ère expérience de Center Parc, j'ai été conquis et impressionné par le calme, la tranquillité qui m'a permis de me déconnecter le temps d'un week-end, la nature omniprésente m'a fait un bien fou. A renouveler l'expériebnce.Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Lors de notre visite fin mars 2018 nous avons trouvé le parc en pleine rénovation, le cottage que nous avons loué, entièrement remis à neuf, était propre, spacieux et bien agencé. Le personnel cordial et efficace a répondu à nos modestes attentes. Sachant que ""Les...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Plus","Date du séjour : juillet 2018"
"Le parc des Bois Francs est, on le sait, assez ancien. De ce fait, nous nous attendions à une certaine vétusté. Sur ce point, il convient de noter que le cottage présentait une odeur d'humidité et qu'il est regrettable qu'un tiers des douches communes de...Plus","Date du séjour : juillet 2018"
"","Date du séjour : juillet 2018"
"Invasions de divers insectes dans le cottage qui lui était en mauvais état. L'Aqua Mundo a pris un sacré coup de vieux et l'hygiène n'est pas top ! Nous avons également fait de la Rosalie et ces dernières étaient dans un état pitoyable ! Nous...Plus","Date du séjour : juin 2018"
"le cottage réservé spécialement pour le sauna et la baignoire Balnéo, Était dans un très mauvaise état!! Fissure sur les mur du salon, mobilier dans un mauvais état, notamment dans la salle de bain ou il y avais la baignoire balnéo... qui elle ne fonctionnais...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Des voitures et des camionnettes tout le temps. Très dangereux avec les vélos et compliqué avec la poussette. Aucune sécurité et filtre dans la piscine (des personnes habillées, avec des chaussures, Burkinis..etc). DéçuePlus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Jamais personne à la réception, niveau sécurité zéro. Ascenseur en panne, propreté limite. Mobilier en mauvais état, luminaire HS, serrure grippée à notre arrivée nous avons dû attendre 1h que l'on vienne nous ouvrir la porte après 3 appels insistants. Le petit déjeuner n'est pas...Plus","Date du séjour : juin 2018"
"Séjour de 4 jours avec nos 2 enfants, entré dans un cottage confort très ""vieillot"" odeur d'humidité dans l'entrée sûrement due à la moquette et dans la chambre enfant! Les placards dégoûtant, avons du repasser un coup avant d'installer nos affaires! Banquette toute taché, insectes...Plus","Date du séjour : juin 2018"
"prix toujours aussi chers pour cottage sale infesté d'insectes et sentant l'humidité+++ douche sans pression insuffisance de douches à la piscine. heureusement pour une fois riviere sauvage et toboggan en servicePlus","Date du séjour : juin 2018"
"Je suis partie pleine d'apriori... Alors oui c'est cher mais quel dépaysement !!! Une fois à l'intérieur, on se coupe de tout le temps d'un week-end... La piscine et le dôme (gratuit) sont plutôt agréables et on y passe un bon moment en famille. Les...Plus","Date du séjour : juin 2018"
"Merci à Center parc pour votre tolérance ! Une baignade dans la fraternité bikini, burkini, short ! Chacun selon son choix de vie, ce principe humaniste se perd dans notre beau pays, malheureusement, a cause de fou qui se réclame de tel ou tel religion....Plus","Date du séjour : juin 2018"
"Je tenais à vous remercier sincèrement pour cette merveilleuse journée qu’on a pu passer grâce à votre tolérance et votre ouverture d’esprit Pour nous les musulmanes.. on arrive enfin à aller à la piscine avec notre famille et ça c’est un beau cadeau ! Merci...Plus","Date du séjour : juin 2018"
"Déçu au plus haut point. L'hôtel vétuste, le ménage à la limite, pas de climatisation alors que la chambre donne plein sud. C'est vraiment un attrape touriste. On a même pas fait notre dernière nuit dedans on est partie. Du bruit, mauvaise isolation entre les...Plus","Date du séjour : juin 2018"
"Pour le moment il s'agit du pire Center Parcs que j'ai fréquenté. Le personnel et l'entretien ne sont pas au niveau des autres Center Parcs. Les enfants ni sont pas en sécurité notamment au Baluba ou les filets sont troués ce qui permet aux enfants...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"chalet impeccable mais les extérieurs ne sont pas à la hauteur, vétusté de certaines installations, de la signalisation pas assez distinctes entre l'utilisation en tant que piéton ou en tant que conducteur. Le temps était magnifique mais si il avait fallu subir la pluie avec...Plus","Date du séjour : juin 2018"
"4 jours en couple, pour se reposer et se ressourcer tranquillement. Parc propre, très calme, piscine bien entretenue bien qu'ancienne. Service au top sur le parc et personnel compréhensif lors d'une réclamation. Malheureusement le Wi-Fi de notre premier cottage VIP classique était en panne. Nous...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Nous avions choisi un cottage VIP le 908 exactement. Il est un peu exentré du dôme mais à seulement 15 mn à pieds à travers la forêt. Le confort du cottage et le calme alentour est super agréable. Notre chalet était très propre et bien...Plus","Date du séjour : mars 2018"
"Nous avons passé un très bon séjour en famille. Notre cottage était propre, spacieux, bien équipé (bien que le lit bébé était cassé) et confortable. Nous avons beaucoup apprécié le calme des lieux, la mini ferme et évidemment l’aquamondo. Le parc est effectivement en travaux...Plus","Date du séjour : mars 2018"
"","Date du séjour : mars 2018"
"Nous avons passés un excellent séjour aux bois francs en famille. Nous avions un cottage confort 6 personnes propre MAIS ayant un besoin urgent de rénovation. ( Porte d'entrée rouées de coup de couteaux, cache prises non présents dans la chambre d'enfant, humiditée +++ Dans...Plus","Date du séjour : mars 2018"
"","Date du séjour : mars 2018"
"En séjour aux BOIS FRANCS en famille, nous avons entendu le bruit d une soirée festive sous le dôme des sports , nous sommes entres et d un seul coup une femme se plante devant moi comme si elle était de la police me posant...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"Nous avons passés une très belle semaine a Center Parcs des Bois Francs. Notre cottage VIP était propre et bien équipé. L'Aqua mondo est très bien, l'eau est chaude et chacun y trouve son compte. Seul bémol les douches sont peu suffisantes et beaucoup ne...Plus","Date du séjour : juin 2018"
"acceuil sympa LOGEMENT vous devez eviter les habitations confort , dans un etat desastreux , tous dates des années 80 , la decoration l'etat du mobilier et l'ensemble du logement . logement ( confort ) *en arrivant , linges de lit pleins de taches ....Plus","Date du séjour : juin 2018"
"nous étions très enthousiaste d'y aller pour 1 semaine dans une pagode VIP. la décoration est décevante et fade, il manque de peps. le ménage ne vaut que 4/10, les dessous de lits ne sont jamais fait! des touffes de poussières!!! vive les allergies! 2...Plus","Date du séjour : juin 2018"
"Trop pressé de faire vivre à ma famille une expérience incroyable que j'ai vécu il y a 15 ans. Le parc prône la tranquillité la sérénité mais c'est sans compter sur une incivilités marqué par des gens au combien nombreux qui ne respectent pas les...Plus","Date du séjour : juin 2018"
"j'adore les center parc, mais là j'ai été déçue. le cottage pagode vip pour 6 personnes n'est pas du tout adapté. il est très petit et les deux salles de bain (une dans la chambre parentale et une autre) sont très petites et n'ont pas...Plus","Date du séjour : juin 2018"
"Je suis partie du Vendredi au Dimanche (3 jours et 2 nuits) avec mon petit ami. C'était génial ! (Dommage que ce soit passé si vite...) Notre chambre d'hôtel était très bien, les restaurants sont abordables, le SPA est au top et les piscines sont...Plus","Date du séjour : juin 2018"
"Nous sommes allées entre filles pour se détendre.. arrivée dépaysante... Accueil agréable.. arrivée au cottage à 22h mais il fallait sortir la voiture du centre parc juste après avoir déchargé nos valises... 20 min pour sortir du centre parc puis revenir au cottage 30min à...Plus","Date du séjour : juin 2018"
"Bon séjour je recommande Center Parc en famille et Amis , lieu agréable en pleine nature c’est ressourçant. Personnels gentils. Environnement propre. La propreté du cottage par contre laisse à désiré....Plus","Date du séjour : juin 2018"
"Cottage insalubre, ménage qui laisse à désirer, chaussettes et bonbons retrouvés dans le canapé , logement qui sent l'humidité, moisisures partout, plafond du cottage ayant subi des infiltrations d'eau, porte d'entrée qui ne tient pas fermée pas si vous ne la fermer pas à clef,...Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Attention pas de bouchon pour la baignoire et pas de télécommande télé. Ne cherchez pas à les demander, car après 2 déclarations et 5 jours de présences, nous n'avons jamais eu satisfaction. Dommage... au prix du séjour mon souhait aurait été d'être considéré comme une...Plus","Date du séjour : juin 2018"
"Bonjour a tous, nous avons passer un weekend a center parc, les bâtiment son vieux et miteux complètement délabrer entre les fuite, les trou et j'en passe le parc a besoin d'un bon coup de jeune mais le pire reste les cafard du restaurant ou...Plus","Date du séjour : juin 2018"
"Bon...c'est un peu cher, mais nous nous sommes fait plaisir pendant 4 jours et ne le regrettons pas du tout Nous avons passé un excellent séjour, relaxation et déconnexion au programme. Le cottage était très agréable, vue sur un petit bout de forêt, sans vis-à-vis,...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"parc très boisé et donc très agréable en cette saison mais attention à l'envers du décor. cottage limite avec mauvaises odeurs et humidité. équipements qui fonctionnent mal. un dôme mal entretenu et des casiers vieillots","Date du séjour : juin 2018"
"Week end sympathique dans l'ensemble, activités sportives ( accrobranche, piscine intérieur et extérieur avec toboggans pour tous les âges, balade en chevaux...) Cadre reposant, toutefois les cottages ne sont pas tout neufs mais restent propre tout de même avec le nécessaire à porté de main....Plus","Date du séjour : juin 2018"
"Cottage acceptable, malgré une porte d'entrée cassée, et un chauffe eau défectueux. Travaux... Travaux... Travaux... À en devenir assourdissant, épuisants !!!!!!! Accessoirement, on est en vacances... Piscine agréable, eau très bonne, air chaud. Mais arbre à eau en panne... Décidément... Sinon ballades très sympathiques, malgré...Plus","Date du séjour : juin 2018"
"Activité variée, piscine plus que correcte mais cottage vieillot et remplit d insecte. Les personnes a l accueil sont réactives mais ouvert que le lundi et vendredi. Il existe bien un numéro de tel mais bonne chance (20 appels sans succès). Ps: des cottages sont...Plus","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Très jolie parc rien à dire beaucoup d’arbres beaucoup d’ombre on voit rarement le ciel , pour les portables c’est bof réseau moyen pour payé le passe wifi. Les cottages sympa mais attention regarder bien partout et tester l’eau chaude si y’a , les activités...Plus","Date du séjour : juin 2018"
"Parc joliment arboré Piscine sympa Hormis jeu arcade Baby foot bouwling,pédalo les activités autres sont très très cher. Cottage new design de vieilles menuiserie bois. C'etait un Bon séjour à 5 amis.","Date du séjour : juin 2018"
"Très déçu de notre week-end en amoureux. 10mn de marche pour pouvoir prendre son petit déjeuner à 14€/personne alors que nous étions à l'hôtel et en plus il y a une salle de restauration inutilisé au rez de chaussé. Personne à l'accueil de celui-ci, un...Plus","Date du séjour : juin 2018"
"Nous avons réservé deux cottages entre amis,ils étaient propre et bien rangée par compte nous avons du payer un supplément pour avoir les deux cote côte du sinon toutes les animations sont payantes mais bien Sinon nous avons passé un bon séjour","Date du séjour : juin 2018"
"","Date du séjour : juin 2018"
"Plus","Date du séjour : juin 2018"
"les prestations ne sont pas en adéquation avec le site ce n'est pas une piscine, c'est une pataugeoire, il y a aucun respect des autres le parc n'est pas adapté au nombre de personnes accueillies expérience à ne pas renouvelerPlus","Date du séjour : juin 2018"
"un séjour parfait pour se détendre et déconnecté loin de la vie parisienne et pourtant si proche (1h44 en voiture), entre amis ou en amoureux, un choix d'activité très agréable. Et surtout un calme et de la verdure a perte de vue ;)","Date du séjour : juin 2018"
"","Date du séjour : février 2018"
"COTTAGE VIP .... VIEUX COTTAGE DE 30 ANS CA OUI nous avons payes plus cher pour un cottage qui n en valais vraiment pas la peine! odeur d humidité moisis dans le hall parasol cassé terrasse non nettoyé donc trés glissante pas de placard pour...Plus","Date du séjour : février 2018"
"tres bon voyage a center parc jjuste le cotege et vetuste . dans la piscine toujour du monde et pour les activiter toujours plein il faut reserver a l'avance et pour les restaurant sont assez chere ses domagePlus","Date du séjour : février 2018"
"Plus","Date du séjour : février 2018"
"Plus","Date du séjour : février 2018"
"Tout le monde en parle comme : ""C'est génial"", ""y a rien de mieux"" ... oui c'est bien, mais ça vaut pas la moitie du prix demandé. ""Les cottages"" - de suite on croit à une habitation rado nature - sont bien avec une bonne...Plus","Date du séjour : juin 2018"
"Nous avons séjourné dans l'un des cottages pour 8 personnes et notre séjour ( 4 jours ) n'a pas été de tout repos, car durant le moment de faire la cuisine, on a eu des nombreuses fourmis volantes et fourmis qui nous sont tombés sur...Plus","Date du séjour : juin 2018"
"balcon très sale ,une seule chaise extérieure , personne à la réception , obliger d'aller prendre le petit déjeuner sous le dôme, c'est très agréable quand il pleut des le matin. les couloirs et le hall d’accueil abîmés .pendant notre séjour les bains à remous...Plus","Date du séjour : juin 2018"
"Le cadre est toujours aussi agréable pour se dépayser et se couper de la routine. Cottage Pagode VIP vraiment joli, spacieux, et bien équipé. (seul bémol : l'allée un peu boueuse) Pas le temps de s'ennuyer, un séjour à refaire :)Plus","Date du séjour : juin 2018"
